Time,O1,H1,L1,C1,V1,O2,H2,L2,C2,V2
2019-01-04 13:57:00 +0800 +08,152.98,152.99,152.85,152.87,32962.992285800006,152.98,153.02,152.84,152.84,25554.306642999996
2019-01-04 13:58:00 +0800 +08,152.87,152.99,152.87,152.92,26557.4326222,152.87,152.99,152.84,152.88,16988.509570000002
2019-01-04 13:59:00 +0800 +08,152.96,153.04,152.92,153.01,33327.641994900005,152.9,153.06,152.81,152.97,14460.968313000001
2019-01-04 14:00:00 +0800 +08,153.02,153.19,152.95,153.11,39870.86158299998,153.03,153.08,152.91,153.03,18699.710189999994
2019-01-04 14:01:00 +0800 +08,153.04,153.7,153.04,153.67,110746.7871356,153.08,153.57,153,153.57,30616.737967
2019-01-04 14:02:00 +0800 +08,153.6,153.7,153.43,153.45,64663.265833200014,153.62,153.69,153.55,153.55,22958.439498999996
2019-01-04 14:03:00 +0800 +08,153.45,153.45,153.18,153.2,37371.7814488,153.5,153.5,153.25,153.25,27750.927938000004
2019-01-04 14:04:00 +0800 +08,153.23,153.3,153.2,153.25,25793.9768854,153.21,153.36,153.2,153.25,18139.070029000002
2019-01-04 14:05:00 +0800 +08,153.28,153.28,152.9,152.94,25872.876559300003,153.25,153.25,152.86,152.86,12731.923128
2019-01-04 14:06:00 +0800 +08,152.9,152.91,152.74,152.77,31603.155906700005,152.92,152.92,152.75,152.78,14262.571575999998
2019-01-04 14:07:00 +0800 +08,152.77,152.8,152.62,152.68,29449.774379500006,152.75,152.8,152.6,152.63,25924.683196818496
2019-01-04 14:08:00 +0800 +08,152.8,153,152.68,152.91,51153.95406459999,152.63,152.89,152.63,152.85,21780.557476363003
2019-01-04 14:09:00 +0800 +08,152.89,153.01,152.87,152.95,33622.5822144,152.85,152.94,152.81,152.85,24988.44691
2019-01-04 14:10:00 +0800 +08,152.91,153.16,152.91,153.1,29189.1565577,152.85,153.08,152.85,153.01,12490.433538
2019-01-04 14:11:00 +0800 +08,153.12,153.75,153.1,153.23,56490.78331179999,153.07,153.3,153.01,153.18,32258.12187599999
2019-01-04 14:12:00 +0800 +08,153.23,153.36,153.11,153.33,28531.6390024,153.18,153.25,153.12,153.22,32723.492192000005
2019-01-04 14:13:00 +0800 +08,153.34,153.55,153.3,153.54,25838.51284020001,153.24,153.41,153.24,153.4,17407.695963
2019-01-04 14:14:00 +0800 +08,153.54,153.54,153.35,153.4,29900.96598439999,153.41,153.44,153.21,153.28,24078.187908000007
2019-01-04 14:15:00 +0800 +08,153.39,153.43,153.31,153.33,34355.3665762,153.32,153.33,153.21,153.21,17464.217108999997
2019-01-04 14:16:00 +0800 +08,153.33,153.4,153.31,153.36,24761.904403499997,153.21,153.33,153.18,153.28,21782.578917999996
2019-01-04 14:17:00 +0800 +08,153.35,153.4,153.26,153.28,41556.994268600014,153.28,153.31,153.19,153.23,17349.970668
2019-01-04 14:18:00 +0800 +08,153.28,153.3,153.14,153.19,29972.939228299994,153.21,153.23,153.12,153.12,11404.538142999998
2019-01-04 14:19:00 +0800 +08,153.14,153.2,153.13,153.18,13925.573425399996,153.14,153.19,153.09,153.12,19930.18491
2019-01-04 14:20:00 +0800 +08,153.18,153.52,153.05,153.45,56323.406517100004,153.07,153.56,153.07,153.37,24213.401887
2019-01-04 14:21:00 +0800 +08,153.39,153.73,153.39,153.65,46018.31480610001,153.39,153.55,153.35,153.54,21683.449405000007
2019-01-04 14:22:00 +0800 +08,153.68,154.33,153.65,154.15,36987.417782799996,153.6,154.21,153.6,154.21,7192.0371239999995
2019-01-04 14:23:00 +0800 +08,154.1,154.32,154.03,154.14,36014.6855624,154.21,154.27,154.04,154.13,28958.220480000004
2019-01-04 14:24:00 +0800 +08,154.2,154.45,154.08,154.08,40805.97974530001,154.06,154.34,153.98,154.15,40363.41002
2019-01-04 14:25:00 +0800 +08,154.11,154.37,153.84,154.07,44093.77997069998,154.12,154.25,153.84,153.99,22595.29950600001
2019-01-04 14:26:00 +0800 +08,154.05,154.1,153.73,154.05,42146.9523585,153.99,154.08,153.75,154,21524.397077
2019-01-04 14:27:00 +0800 +08,154.05,154.14,153.64,153.7,53864.03857439998,154,154.18,153.62,153.67,19437.201718999997
2019-01-04 14:28:00 +0800 +08,153.68,153.94,153.57,153.78,40900.05150779998,153.67,153.95,153.61,153.78,30327.566724999993
2019-01-04 14:29:00 +0800 +08,153.82,153.82,153.71,153.77,27621.409999400003,153.74,153.78,153.61,153.73,13717.435765000006
2019-01-04 14:30:00 +0800 +08,153.77,154,153.71,153.82,42217.4239128,153.79,153.82,153.7,153.77,26224.693400999997
2019-01-04 14:31:00 +0800 +08,153.84,154.12,153.83,154.12,30229.77539159999,153.76,154.01,153.76,153.97,13626.467166
2019-01-04 14:32:00 +0800 +08,154.11,154.3,153.98,153.98,29136.897551600006,154.08,154.32,154.08,154.17,25968.965435999995
2019-01-04 14:33:00 +0800 +08,153.92,154.21,153.92,154.17,40227.51643250001,154.07,154.07,153.94,154.06,30646.54526100001
2019-01-04 14:34:00 +0800 +08,154.11,154.62,154.09,154.61,43100.77560760002,154.08,154.56,154.06,154.5,29607.495816999995
2019-01-04 14:35:00 +0800 +08,154.61,154.67,154.18,154.5,60060.8423221,154.5,154.5,154.13,154.38,34600.623658
2019-01-04 14:36:00 +0800 +08,154.53,154.64,154.33,154.39,67403.61947879998,154.43,154.56,154.29,154.29,26245.031099999993
2019-01-04 14:37:00 +0800 +08,154.39,154.44,153.85,154.19,37358.62939509999,154.32,154.36,153.91,154.15,11998.895869
2019-01-04 14:38:00 +0800 +08,154.19,154.27,154,154.08,42741.9546551,154.17,154.17,154.06,154.12,25338.696084
2019-01-04 14:39:00 +0800 +08,154.08,154.09,153.87,153.9,35700.356234299994,154.04,154.09,153.95,153.95,11274.627798
2019-01-04 14:40:00 +0800 +08,153.96,153.98,153.6,153.76,28728.791086899997,153.88,153.9,153.74,153.76,16709.449157000003
2019-01-04 14:41:00 +0800 +08,153.78,153.8,153.21,153.31,47358.46407449999,153.81,153.81,153.36,153.37,18223.347966999998
2019-01-04 14:42:00 +0800 +08,153.31,153.5,153.1,153.12,41322.55746689999,153.4,153.41,153.15,153.21,10186.997899
2019-01-04 14:43:00 +0800 +08,153.11,153.37,153.11,153.31,52607.19872899999,153.12,153.38,153.11,153.3,26490.458811
2019-01-04 14:44:00 +0800 +08,153.34,153.69,153.31,153.65,47927.9295965,153.29,153.68,153.29,153.64,29032.936259999995
2019-01-04 14:45:00 +0800 +08,153.79,153.89,153.66,153.76,31431.8466738,153.68,153.83,153.68,153.73,20145.039983
2019-01-04 14:46:00 +0800 +08,153.73,153.77,153.6,153.6,39282.7818342,153.73,153.74,153.57,153.57,8294.652109
2019-01-04 14:47:00 +0800 +08,153.62,153.63,153.16,153.39,42728.77956100001,153.56,153.59,153.25,153.29,29110.364773
2019-01-04 14:48:00 +0800 +08,153.38,153.38,153.15,153.15,35019.04861920001,153.29,153.29,153.16,153.16,19632.003989999994
2019-01-04 14:49:00 +0800 +08,153.18,153.2,152.8,152.84,43877.920741099995,153.21,153.21,152.85,152.86,13436.852031999999
2019-01-04 14:50:00 +0800 +08,152.85,153.36,152.81,153.28,37700.2517163,152.86,153.27,152.82,153.16,11822.496862
2019-01-04 14:51:00 +0800 +08,153.33,153.33,153.21,153.26,27522.990232800006,153.2,153.23,153.12,153.23,6581.208365
2019-01-04 14:52:00 +0800 +08,153.25,153.26,153.07,153.21,24113.351531099997,153.23,153.23,153.11,153.11,17577.690305
2019-01-04 14:53:00 +0800 +08,153.19,153.3,153.17,153.26,30264.239210100004,153.11,153.19,153.1,153.19,8791.047719
2019-01-04 14:54:00 +0800 +08,153.3,153.47,153.2,153.27,36199.2857653,153.19,153.23,153.13,153.22,14122.023405000004
2019-01-04 14:55:00 +0800 +08,153.3,153.47,153.08,153.3,42674.727614799995,153.27,153.36,153.24,153.36,27238.032917999997
2019-01-04 14:56:00 +0800 +08,153.27,153.61,153.27,153.5,29087.394253499988,153.36,153.53,153.33,153.51,23394.819875
2019-01-04 14:57:00 +0800 +08,153.56,153.59,153.49,153.54,62398.848084100006,153.51,153.51,153.41,153.51,26315.275482999998
2019-01-04 14:58:00 +0800 +08,153.51,153.52,153.39,153.43,23308.7903666,153.45,153.48,153.36,153.44,18433.678506999997
2019-01-04 14:59:00 +0800 +08,153.4,153.44,153.26,153.26,36968.3565679,153.43,153.44,153.29,153.35,11034.706595999998
2019-01-04 15:00:00 +0800 +08,153.4,153.4,153.29,153.33,24822.398017299995,153.34,153.34,153.28,153.33,5272.510987
2019-01-04 15:01:00 +0800 +08,153.35,153.49,153.34,153.44,34287.32035180001,153.32,153.46,153.31,153.46,21773.935595
2019-01-04 15:02:00 +0800 +08,153.44,153.5,153.2,153.47,42946.398450699984,153.46,153.46,153.35,153.43,12760.718724000002
2019-01-04 15:03:00 +0800 +08,153.49,153.58,153.42,153.56,19424.470151299993,153.5,153.61,153.43,153.6,17576.674238000003
2019-01-04 15:04:00 +0800 +08,153.55,153.58,153.29,153.37,39890.726357099964,153.6,153.6,153.47,153.49,15807.943611
2019-01-04 15:05:00 +0800 +08,153.35,153.56,153.31,153.39,33199.7005483,153.37,153.39,153.31,153.31,2453.3536679999997
2019-01-04 15:06:00 +0800 +08,153.39,153.41,153.31,153.4,21952.6113533,153.35,153.38,153.28,153.38,20907.376529000005
2019-01-04 15:07:00 +0800 +08,153.4,153.74,153.4,153.65,21562.443353599992,153.31,153.68,153.31,153.66,25233.704211
2019-01-04 15:08:00 +0800 +08,153.68,153.8,153.64,153.69,25101.6972633,153.64,153.71,153.52,153.63,12393.060757
2019-01-04 15:09:00 +0800 +08,153.69,154,153.69,153.75,27707.79771700001,153.64,153.71,153.64,153.69,21707.823784999997
2019-01-04 15:10:00 +0800 +08,153.75,153.8,153.7,153.75,28189.171342900016,153.67,153.75,153.67,153.69,8802.038887
2019-01-04 15:11:00 +0800 +08,153.74,153.84,153.71,153.71,27727.675925300002,153.69,153.7,153.64,153.7,8204.528417
2019-01-04 15:12:00 +0800 +08,153.72,153.92,153.7,153.8,20916.735659600003,153.69,153.8,153.65,153.8,7101.807970999999
2019-01-04 15:13:00 +0800 +08,153.8,153.86,153.74,153.84,19811.791529400005,153.77,153.81,153.7,153.78,27115.995885
2019-01-04 15:14:00 +0800 +08,153.85,153.88,153.81,153.87,22674.56009490001,153.78,153.85,153.78,153.85,23794.881172999994
2019-01-04 15:15:00 +0800 +08,153.88,154.2,153.82,154.16,21312.2086907,153.85,154.1,153.82,154.1,34460.553934999996
2019-01-04 15:16:00 +0800 +08,154.16,154.26,154.08,154.15,23410.9914547,154.19,154.22,154.11,154.12,30503.418235000005
2019-01-04 15:17:00 +0800 +08,154.12,154.24,154.12,154.23,24771.342139099997,154.12,154.19,154.11,154.12,19792.780415000005
2019-01-04 15:18:00 +0800 +08,154.24,154.38,154.2,154.3,33204.655789000004,154.13,154.33,154.13,154.33,21363.884978
2019-01-04 15:19:00 +0800 +08,154.33,154.39,154.24,154.33,20232.0367387,154.29,154.41,154.29,154.36,20899.507908000003
2019-01-04 15:20:00 +0800 +08,154.32,154.4,154.3,154.37,23625.558025300008,154.36,154.41,154.29,154.32,14344.435255999997
2019-01-04 15:21:00 +0800 +08,154.44,154.72,154.37,154.67,20022.0930985,154.34,154.62,154.34,154.61,19527.521454
2019-01-04 15:22:00 +0800 +08,154.7,154.71,154.47,154.55,26826.615677800004,154.67,154.69,154.47,154.48,22896.920798999996
2019-01-04 15:23:00 +0800 +08,154.53,154.59,154.3,154.37,22942.902955299993,154.56,154.58,154.31,154.33,23292.685838999998
2019-01-04 15:24:00 +0800 +08,154.42,154.42,153.97,154,44587.5027512,154.31,154.33,154.05,154.05,25485.646054000008
2019-01-04 15:25:00 +0800 +08,153.99,154.19,153.94,154.02,29646.367117699996,153.99,154.07,153.94,153.99,27642.355334999997
2019-01-04 15:26:00 +0800 +08,154.04,154.06,153.91,153.99,24264.868199300006,153.99,154.03,153.91,154,33187.653684
2019-01-04 15:27:00 +0800 +08,154.02,154.02,153.82,153.82,13602.428866799995,154,154.01,153.82,153.82,23248.486619
2019-01-04 15:28:00 +0800 +08,153.82,153.82,153.75,153.81,25124.5172793,153.85,153.86,153.75,153.85,18422.540161999998
2019-01-04 15:29:00 +0800 +08,153.85,154,153.82,153.92,21464.5344318,153.89,153.93,153.85,153.93,18225.958802999994
2019-01-04 15:30:00 +0800 +08,153.91,154.01,153.9,153.94,24883.163997300002,153.94,154,153.93,153.96,15271.566863
2019-01-04 15:31:00 +0800 +08,153.89,153.99,153.82,153.88,51521.955894799976,153.95,153.96,153.92,153.93,33657.305308
2019-01-04 15:32:00 +0800 +08,153.86,153.89,153.78,153.82,19297.763497699998,153.91,153.94,153.77,153.84,14175.399164
2019-01-04 15:33:00 +0800 +08,153.81,153.89,153.79,153.8,25916.216360799994,153.82,153.9,153.81,153.88,30285.034064
2019-01-04 15:34:00 +0800 +08,153.81,153.83,153.76,153.83,19179.195632000003,153.82,153.93,153.74,153.84,12708.789795
2019-01-04 15:35:00 +0800 +08,153.81,153.93,153.8,153.89,20078.722341800007,153.76,153.97,153.76,153.92,25746.35098400001
2019-01-04 15:36:00 +0800 +08,153.88,153.95,153.87,153.89,20074.7493096,153.91,153.93,153.85,153.88,24012.769644
2019-01-04 15:37:00 +0800 +08,153.9,153.95,153.89,153.89,22022.572465899993,153.89,153.97,153.87,153.92,19023.892566
2019-01-04 15:38:00 +0800 +08,153.89,153.97,153.89,153.93,17604.959406199992,153.91,153.95,153.91,153.95,14728.401417999998
2019-01-04 15:39:00 +0800 +08,153.9,153.95,153.8,153.83,20040.9231633,153.9,153.97,153.86,153.88,15558.321549
2019-01-04 15:40:00 +0800 +08,153.85,153.85,153.6,153.68,25659.549969900007,153.86,153.88,153.74,153.77,7107.670237999999
2019-01-04 15:41:00 +0800 +08,153.74,153.82,153.67,153.81,20399.139357699994,153.85,153.85,153.74,153.81,16677.76096
2019-01-04 15:42:00 +0800 +08,153.8,153.88,153.76,153.85,14957.128791599996,153.81,153.88,153.79,153.84,9140.614492
2019-01-04 15:43:00 +0800 +08,153.86,153.9,153.81,153.84,20816.1846435,153.88,153.93,153.82,153.84,14526.447868000001
2019-01-04 15:44:00 +0800 +08,153.84,153.97,153.83,153.9,16530.4376819,153.85,153.9,153.82,153.89,8392.320428
2019-01-04 15:45:00 +0800 +08,153.9,153.92,153.87,153.9,14609.186803000006,153.89,153.99,153.89,153.96,18841.087622000003
2019-01-04 15:46:00 +0800 +08,153.89,154.42,153.88,154.35,29251.0112901,153.98,154.37,153.96,154.37,19059.562381
2019-01-04 15:47:00 +0800 +08,154.33,154.79,154.3,154.79,20816.253084500007,154.37,154.73,154.34,154.65,24620.596077999995
2019-01-04 15:48:00 +0800 +08,154.67,154.8,154.04,154.19,24376.797290200004,154.7,154.7,154.16,154.21,30252.067461928164
2019-01-04 15:49:00 +0800 +08,154.2,154.37,154.19,154.27,23493.391201300008,154.28,154.36,154.19,154.28,20194.164527
2019-01-04 15:50:00 +0800 +08,154.28,154.4,154.21,154.23,29806.036229299985,154.25,154.35,154.21,154.26,20883.132295000003
2019-01-04 15:51:00 +0800 +08,154.23,154.32,154.2,154.26,23768.792578000004,154.25,154.28,154.21,154.26,21028.647454
2019-01-04 15:52:00 +0800 +08,154.26,154.39,154.26,154.3,18288.921506800005,154.26,154.41,154.26,154.32,17652.282351
2019-01-04 15:53:00 +0800 +08,154.28,154.39,154.22,154.31,23537.312506399998,154.32,154.34,154.26,154.3,19142.621730000003
2019-01-04 15:54:00 +0800 +08,154.31,154.4,154.24,154.28,30847.543618100004,154.3,154.33,154.25,154.26,10350.103411999999
2019-01-04 15:55:00 +0800 +08,154.42,154.42,153.4,153.43,35323.5645527,154.25,154.28,153.43,153.48,13929.798669999998
2019-01-04 15:56:00 +0800 +08,153.43,153.5,153.16,153.29,20211.6692882,153.48,153.52,153.31,153.36,17396.820443000004
2019-01-04 15:57:00 +0800 +08,153.29,153.33,152.68,152.74,27689.72420320001,153.37,153.37,152.79,152.79,22938.17619099999
2019-01-04 15:58:00 +0800 +08,152.71,152.83,152.18,152.49,31780.30034460001,152.78,152.78,152.44,152.5,10303.385403
2019-01-04 15:59:00 +0800 +08,152.48,152.73,152.38,152.6,46925.73929890003,152.5,152.67,152.47,152.57,22681.739808
2019-01-04 16:00:00 +0800 +08,152.52,152.84,152.52,152.6,12919.292677600002,152.63,152.72,152.59,152.65,29290.914564
2019-01-04 16:01:00 +0800 +08,152.63,152.67,152.45,152.56,30184.720316800005,152.61,152.65,152.45,152.51,19860.23193600001
2019-01-04 16:02:00 +0800 +08,152.55,152.66,152.5,152.55,20529.825488900013,152.45,152.61,152.45,152.56,20836.82453699999
2019-01-04 16:03:00 +0800 +08,152.55,152.56,152.13,152.13,25453.152634099995,152.57,152.57,152.29,152.29,24093.168738
2019-01-04 16:04:00 +0800 +08,152.18,152.23,151.79,152.07,49877.615606800005,152.26,152.31,152,152.19,20332.089029000002
2019-01-04 16:05:00 +0800 +08,152.11,152.52,152,152.5,29234.35058379999,152.1,152.51,152.1,152.5,28227.599191999994
2019-01-04 16:06:00 +0800 +08,152.5,153.92,152.5,153.92,115205.3648638,152.53,153.87,152.53,153.84,35909.898134999996
2019-01-04 16:07:00 +0800 +08,153,153.6,153,153.12,41737.83481730001,153.87,153.87,152.91,153.08,25051.190275
2019-01-04 16:08:00 +0800 +08,153.12,153.33,153,153.14,502408.4559742999,153.08,153.15,153.04,153.11,16666.827658
2019-01-04 16:09:00 +0800 +08,153.12,153.29,153.12,153.24,26249.1690518,153.11,153.27,153.11,153.2,5573.0040500000005
2019-01-04 16:10:00 +0800 +08,153.25,153.4,153.25,153.33,18653.5908745,153.25,153.38,153.23,153.24,15252.809464
2019-01-04 16:11:00 +0800 +08,153.37,153.49,153.3,153.44,34402.41151890001,153.28,153.4,153.22,153.4,23633.66897499999
2019-01-04 16:12:00 +0800 +08,153.46,153.86,153.43,153.84,47341.87305680001,153.4,153.85,153.4,153.82,17622.911647999998
2019-01-04 16:13:00 +0800 +08,153.89,153.9,153.28,153.3,31679.4735011,153.81,153.86,153.28,153.28,31080.64748299999
2019-01-04 16:14:00 +0800 +08,153.3,153.38,153.15,153.38,23197.84938950001,153.32,153.32,153.19,153.3,16400.508327
2019-01-04 16:15:00 +0800 +08,153.33,153.38,153.26,153.27,20994.748858600007,153.38,153.38,153.22,153.23,17528.689766000003
2019-01-04 16:16:00 +0800 +08,153.26,153.36,153.16,153.3,37110.30531240001,153.32,153.36,153.18,153.34,21090.062967000005
2019-01-04 16:17:00 +0800 +08,153.3,153.44,153.17,153.23,19994.3734099,153.22,153.31,153.17,153.25,12670.925157999998
2019-01-04 16:18:00 +0800 +08,153.25,153.25,152.64,152.79,29013.24745459999,153.22,153.26,152.7,152.7,20362.550433000008
2019-01-04 16:19:00 +0800 +08,152.68,152.97,152.22,152.44,23110.62166209999,152.7,152.87,152.46,152.46,22661.416903000005
2019-01-04 16:20:00 +0800 +08,152.52,153,152.35,152.95,18160.488883000005,152.57,153.03,152.46,152.97,33437.01301
2019-01-04 16:21:00 +0800 +08,152.97,153,152.75,152.79,19211.0777443,152.97,153,152.79,152.81,29063.023216999998
2019-01-04 16:22:00 +0800 +08,152.8,152.92,152.75,152.81,26115.715067399997,152.82,152.85,152.78,152.85,19533.651376
2019-01-04 16:23:00 +0800 +08,152.84,152.9,152.5,152.73,46811.5523916,152.81,152.88,152.69,152.69,14595.181574999999
2019-01-04 16:24:00 +0800 +08,152.69,152.75,152.61,152.65,19028.3353652,152.75,152.91,152.68,152.75,20063.012281
2019-01-04 16:25:00 +0800 +08,152.65,152.66,152.45,152.45,23602.918116100005,152.63,152.87,152.59,152.59,14731.650177
2019-01-04 16:26:00 +0800 +08,152.36,152.43,151.86,152,41471.377849799996,152.55,152.56,152.02,152.07,20609.555154999995
2019-01-04 16:27:00 +0800 +08,152,152.29,152,152.14,82965.00381680002,152.07,152.24,152.07,152.24,35317.687427
2019-01-04 16:28:00 +0800 +08,152.15,152.15,151.85,151.93,100694.77249029998,152.12,152.12,151.9,151.9,18190.332217
2019-01-04 16:29:00 +0800 +08,151.88,152,151.5,151.82,67071.08991930001,151.88,151.98,151.57,151.88,25321.450348999995
2019-01-04 16:30:00 +0800 +08,151.85,152.07,151.8,152.02,31457.577936499994,151.88,152.09,151.88,152.04,16644.960256000002
2019-01-04 16:31:00 +0800 +08,152.07,152.12,152.01,152.04,15697.665166,152.06,152.06,151.94,151.94,20636.076917
2019-01-04 16:32:00 +0800 +08,152.03,152.2,152.01,152.18,25346.5447135,151.94,152.1,151.94,152.03,15559.480075999993
2019-01-04 16:33:00 +0800 +08,152.16,152.49,152.1,152.49,42102.83168150001,152.03,152.3,152.03,152.3,19839.703641999997
2019-01-04 16:34:00 +0800 +08,152.45,152.62,152.41,152.6,39920.25081680001,152.38,152.5,152.38,152.49,12786.265934999994
2019-01-04 16:35:00 +0800 +08,152.57,152.63,152.52,152.56,44445.4243345,152.49,152.56,152.46,152.46,19536.258996000004
2019-01-04 16:36:00 +0800 +08,152.59,152.62,152.52,152.56,31329.113355999987,152.49,152.49,152.42,152.44,11404.056751
2019-01-04 16:37:00 +0800 +08,152.57,152.58,152.29,152.32,47714.4910408,152.44,152.53,152.32,152.34,17160.135459
2019-01-04 16:38:00 +0800 +08,152.34,152.37,152.21,152.25,27136.22971120001,152.25,152.34,152.22,152.22,14276.632365999998
2019-01-04 16:39:00 +0800 +08,152.23,152.29,152.09,152.23,32150.7798627,152.22,152.24,152.16,152.18,23595.506359000003
2019-01-04 16:40:00 +0800 +08,152.27,152.39,152.21,152.38,26660.145705,152.18,152.37,152.17,152.34,25971.337462
2019-01-04 16:41:00 +0800 +08,152.37,152.39,152.29,152.35,31171.911342500003,152.32,152.41,152.31,152.32,23157.681074999993
2019-01-04 16:42:00 +0800 +08,152.31,152.36,152.2,152.3,23485.5172865,152.32,152.32,152.22,152.26,17697.850586
2019-01-04 16:43:00 +0800 +08,152.34,152.35,152.2,152.2,29808.013596800003,152.28,152.28,152.19,152.27,17448.505930999996
2019-01-04 16:44:00 +0800 +08,152.22,152.27,152.2,152.27,25430.9084394,152.26,152.26,152.17,152.18,15355.871177
2019-01-04 16:45:00 +0800 +08,152.21,152.24,152.2,152.22,20090.862288300003,152.18,152.23,152.12,152.12,12974.506270000002
2019-01-04 16:46:00 +0800 +08,152.22,152.37,152.2,152.29,29531.529682500008,152.17,152.33,152.1,152.33,12130.77622
2019-01-04 16:47:00 +0800 +08,152.37,152.55,152.3,152.53,16496.719055999998,152.19,152.51,152.19,152.45,14029.032298000002
2019-01-04 16:48:00 +0800 +08,152.54,152.65,152.5,152.59,24647.352227800005,152.5,152.56,152.45,152.51,17906.254915999998
2019-01-04 16:49:00 +0800 +08,152.58,152.76,152.54,152.72,22720.32932969999,152.49,152.68,152.47,152.65,13320.644976000001
2019-01-04 16:50:00 +0800 +08,152.78,152.78,152.55,152.61,19718.400388300004,152.65,152.68,152.59,152.59,16905.11785798775
2019-01-04 16:51:00 +0800 +08,152.62,152.62,152.39,152.46,31659.5626789,152.59,152.59,152.51,152.51,17159.656937000003
2019-01-04 16:52:00 +0800 +08,152.42,152.42,152.25,152.26,15256.630518800006,152.51,152.52,152.36,152.36,14600.118812
2019-01-04 16:53:00 +0800 +08,152.33,152.35,152.2,152.34,19329.810579900004,152.36,152.37,152.26,152.32,10695.422170000002
2019-01-04 16:54:00 +0800 +08,152.33,152.37,152,152,33544.1012858,152.34,152.37,152.16,152.16,18226.412296000002
2019-01-04 16:55:00 +0800 +08,151.99,152.08,151.8,151.9,19210.951538999998,152.08,152.16,151.81,151.89,19601.881407
2019-01-04 16:56:00 +0800 +08,151.89,151.98,151.87,151.93,16445.445452300002,151.95,152.03,151.91,151.99,21466.385187
2019-01-04 16:57:00 +0800 +08,151.95,151.95,151.28,151.31,21960.060721400005,151.97,152.01,151.43,151.43,31532.88985100001
2019-01-04 16:58:00 +0800 +08,151.28,151.38,150.62,151.34,56073.13068239998,151.43,151.45,151.04,151.4,13902.453586000003
2019-01-04 16:59:00 +0800 +08,151.33,151.43,151.07,151.35,25069.252340900002,151.4,151.47,151.4,151.46,14037.856847999998
2019-01-04 17:00:00 +0800 +08,151.38,151.39,151.16,151.17,27391.262057699994,151.47,151.5,151.24,151.31,14395.496542000003
2019-01-04 17:01:00 +0800 +08,150.88,151.52,150.88,151.3,44219.52222200002,151.24,151.53,151.17,151.43,20528.124483999996
2019-01-04 17:02:00 +0800 +08,151.38,151.43,151.04,151.07,26194.268995000002,151.37,151.48,151.15,151.2,22966.410913000003
2019-01-04 17:03:00 +0800 +08,151,151.05,150.65,150.84,29477.827875100007,151.1,151.12,150.77,150.94,33271.48982
2019-01-04 17:04:00 +0800 +08,150.82,150.87,150.61,150.75,18802.0285745,150.95,150.96,150.8,150.8,35091.821704999995
2019-01-04 17:05:00 +0800 +08,150.75,150.77,150.54,150.55,53114.4048331,150.81,150.88,150.63,150.72,29363.73723699999
2019-01-04 17:06:00 +0800 +08,150.55,150.59,150.1,150.1,28208.008395399997,150.67,150.87,150.39,150.39,31008.19589500001
2019-01-04 17:07:00 +0800 +08,150.1,150.5,150.09,150.45,40870.890612799994,150.39,150.62,150.31,150.56,20296.789016000002
2019-01-04 17:08:00 +0800 +08,150.47,150.99,150.46,150.66,37430.266507,150.57,150.96,150.57,150.75,25499.898854000006
2019-01-04 17:09:00 +0800 +08,150.69,151.04,150.65,150.94,29434.5867596,150.75,151.07,150.52,150.99,34993.430960000005
2019-01-04 17:10:00 +0800 +08,150.96,151.01,150.9,150.96,29314.53286359999,150.99,151.06,150.89,151.04,19824.434632
2019-01-04 17:11:00 +0800 +08,150.96,151.2,150.96,151.15,40828.60084640001,151.01,151.13,150.97,151.13,29225.596805999998
2019-01-04 17:12:00 +0800 +08,151.15,151.26,151.15,151.24,29924.855526700012,151.11,151.3,151.11,151.22,26188.861368
2019-01-04 17:13:00 +0800 +08,151.2,151.21,150.96,150.96,32939.572553900005,151.22,151.22,151.01,151.04,33033.390874
2019-01-04 17:14:00 +0800 +08,150.96,151.17,150.93,151.02,27300.085515099996,151.04,151.15,151.03,151.07,27686.792440999998
2019-01-04 17:15:00 +0800 +08,151.01,151.06,150.86,150.92,13390.172055800002,151.05,151.08,150.9,150.9,12568.067626999997
2019-01-04 17:16:00 +0800 +08,150.91,150.94,150.73,150.85,38226.66143210001,150.9,150.95,150.81,150.91,10289.021687999999
2019-01-04 17:17:00 +0800 +08,150.84,151.1,150.8,151.01,19416.802591900003,150.88,151.11,150.84,151.11,23110.234162999997
2019-01-04 17:18:00 +0800 +08,151.01,151.06,150.93,150.93,15399.934092000001,151.03,151.03,150.97,150.97,27591.645580999997
2019-01-04 17:19:00 +0800 +08,150.93,150.96,150.82,150.85,18523.156764299994,150.95,150.95,150.72,150.85,19718.998199999998
2019-01-04 17:20:00 +0800 +08,150.85,150.93,150.8,150.86,27120.0721704,150.87,150.87,150.81,150.85,3614.3957499999997
2019-01-04 17:21:00 +0800 +08,150.88,150.95,150.8,150.8,16847.1973174,150.86,150.93,150.76,150.83,16905.837353
2019-01-04 17:22:00 +0800 +08,150.78,150.85,150.73,150.75,19254.514026599998,150.79,150.88,150.7,150.88,21240.241572999996
2019-01-04 17:23:00 +0800 +08,150.83,150.87,150.68,150.69,18753.731998399995,150.81,150.88,150.75,150.75,15309.600359000002
2019-01-04 17:24:00 +0800 +08,150.66,150.73,150.6,150.62,24529.980949600005,150.75,150.81,150.67,150.74,18921.416312999994
2019-01-04 17:25:00 +0800 +08,150.6,150.7,150.51,150.6,22525.914199299998,150.58,150.75,150.58,150.69,13967.229594999999
