Time,O1,H1,L1,C1,V1,O2,H2,L2,C2,V2
2019-01-04 06:58:00 +0800 +08,147.75,147.97,147.67,147.79,10421.5726264,147.64,147.66,147.62,147.66,7760.703288999999
2019-01-04 06:59:00 +0800 +08,147.79,147.87,147.75,147.78,8234.258184600001,147.66,147.71,147.65,147.68,5074.47426
2019-01-04 07:00:00 +0800 +08,147.81,147.86,147.75,147.79,11490.950390000002,147.68,147.72,147.66,147.7,8974.185701
2019-01-04 07:01:00 +0800 +08,147.79,147.8,147.75,147.77,16419.6606317,147.7,147.74,147.68,147.72,14921.577513999999
2019-01-04 07:02:00 +0800 +08,147.75,147.77,147.21,147.32,15755.9818264,147.7,147.7,147.25,147.43,10015.566024000002
2019-01-04 07:03:00 +0800 +08,147.32,147.43,147.24,147.43,10999.376779000002,147.38,147.46,147.32,147.39,10833.591482
2019-01-04 07:04:00 +0800 +08,147.43,147.52,147.42,147.52,8253.413281599998,147.39,147.45,147.36,147.44,9210.602480999998
2019-01-04 07:05:00 +0800 +08,147.52,147.53,147.37,147.37,15933.293288099998,147.45,147.5,147.39,147.44,7224.065869999999
2019-01-04 07:06:00 +0800 +08,147.4,147.48,147.37,147.4,10273.137497499998,147.4,147.45,147.36,147.37,10234.806847
2019-01-04 07:07:00 +0800 +08,147.37,147.4,147.13,147.2,24931.023076600002,147.33,147.33,147.14,147.18,16652.583401999997
2019-01-04 07:08:00 +0800 +08,147.24,147.24,146.75,146.84,13202.491931199998,147.15,147.16,146.81,146.82,22880.611362000007
2019-01-04 07:09:00 +0800 +08,146.84,146.85,146.7,146.83,16193.4885002,146.8,146.84,146.76,146.8,19403.491213999998
2019-01-04 07:10:00 +0800 +08,146.83,147,146.75,146.87,13204.990792900004,146.84,146.9,146.78,146.83,10562.520561999998
2019-01-04 07:11:00 +0800 +08,146.87,146.89,146.74,146.8,11214.216672699997,146.85,146.9,146.78,146.78,8821.321058000001
2019-01-04 07:12:00 +0800 +08,146.61,146.83,146.61,146.81,18520.624715900005,146.8,146.82,146.76,146.79,9158.11951
2019-01-04 07:13:00 +0800 +08,146.82,146.93,146.81,146.82,16627.176313099997,146.81,146.91,146.81,146.84,8885.650862999999
2019-01-04 07:14:00 +0800 +08,146.88,146.91,146.78,146.88,10756.153330999998,146.88,146.92,146.85,146.86,13498.853012999998
2019-01-04 07:15:00 +0800 +08,146.88,146.89,146.73,146.82,9121.400279099998,146.86,146.9,146.75,146.81,5567.313679000001
2019-01-04 07:16:00 +0800 +08,146.81,146.82,146.5,146.58,22473.926977900002,146.76,146.78,146.62,146.62,13832.883823
2019-01-04 07:17:00 +0800 +08,146.57,146.66,146.54,146.61,13738.3031347,146.59,146.63,146.59,146.59,15012.381796000001
2019-01-04 07:18:00 +0800 +08,146.57,146.62,146.54,146.55,12581.742077,146.59,146.62,146.59,146.59,2892.8618959999994
2019-01-04 07:19:00 +0800 +08,146.56,146.6,146.5,146.54,17174.173765599997,146.57,146.61,146.45,146.5,12450.259987000001
2019-01-04 07:20:00 +0800 +08,146.52,146.53,146.1,146.28,22498.985256600005,146.5,146.53,146.07,146.17,23862.453944000004
2019-01-04 07:21:00 +0800 +08,146.27,146.28,146,146,30616.280358100004,146.17,146.17,145.92,145.92,14503.576501999996
2019-01-04 07:22:00 +0800 +08,146.08,146.08,145.92,146.03,14369.6029339,145.95,146.06,145.93,146.05,8421.954084
2019-01-04 07:23:00 +0800 +08,146.03,146.21,146.02,146.16,18802.775019499997,146.03,146.16,145.99,146.08,8791.102718
2019-01-04 07:24:00 +0800 +08,146.14,146.47,146.14,146.47,19283.418627099996,146.05,146.28,146.05,146.28,17473.336885
2019-01-04 07:25:00 +0800 +08,146.49,146.6,146.49,146.54,12308.097167700002,146.34,146.48,146.3,146.43,13692.920093000004
2019-01-04 07:26:00 +0800 +08,146.53,146.7,146.53,146.7,8034.732526300002,146.43,146.53,146.33,146.52,6805.626769
2019-01-04 07:27:00 +0800 +08,146.69,146.8,146.55,146.63,11773.5966966,146.53,146.64,146.53,146.53,28740.698287000003
2019-01-04 07:28:00 +0800 +08,146.67,146.67,146.62,146.64,22137.627392200004,146.56,146.61,146.5,146.53,10805.972996
2019-01-04 07:29:00 +0800 +08,146.63,146.74,146.62,146.7,28642.36959769999,146.5,146.55,146.5,146.54,17495.874368000004
2019-01-04 07:30:00 +0800 +08,146.7,146.71,146.52,146.56,38149.43850869999,146.56,146.56,146.43,146.43,13245.085104
2019-01-04 07:31:00 +0800 +08,146.55,146.56,146.31,146.38,32293.820546799994,146.48,146.48,146.25,146.31,13001.119233999998
2019-01-04 07:32:00 +0800 +08,146.37,146.4,146.27,146.35,15030.3099129,146.3,146.32,146.19,146.28,9560.175822000001
2019-01-04 07:33:00 +0800 +08,146.39,146.39,146.12,146.25,18523.6516852,146.27,146.27,146.11,146.22,8923.842613
2019-01-04 07:34:00 +0800 +08,146.22,146.25,146.13,146.24,13175.248500399995,146.17,146.19,146.11,146.16,12797.293535
2019-01-04 07:35:00 +0800 +08,146.18,146.25,146.12,146.15,11351.8562624,146.18,146.2,146.13,146.17,13457.801722000002
2019-01-04 07:36:00 +0800 +08,146.15,146.18,145.92,145.92,15300.685235099994,146.17,146.22,145.94,145.99,25576.293702
2019-01-04 07:37:00 +0800 +08,145.91,145.95,145.6,145.62,35958.920388099985,145.99,146.01,145.67,145.69,18028.825333999994
2019-01-04 07:38:00 +0800 +08,145.66,145.8,145.65,145.77,29334.87551060001,145.69,145.96,145.68,145.79,25238.09181599999
2019-01-04 07:39:00 +0800 +08,145.77,145.86,145.7,145.79,23279.335308300004,145.82,145.9,145.8,145.9,15787.457303000003
2019-01-04 07:40:00 +0800 +08,145.79,145.98,145.77,145.84,25707.4063961,145.8,146.05,145.8,145.92,13176.511686
2019-01-04 07:41:00 +0800 +08,145.79,145.94,145.79,145.83,19774.322222899995,145.92,146,145.83,145.83,12034.633916999997
2019-01-04 07:42:00 +0800 +08,145.83,145.83,145.66,145.79,24799.905780000012,145.87,146,145.76,145.8,13376.827051
2019-01-04 07:43:00 +0800 +08,145.74,145.89,145.74,145.86,15160.060229,145.78,145.94,145.78,145.92,8530.847195
2019-01-04 07:44:00 +0800 +08,145.85,145.89,145.66,145.79,14165.587743999997,145.88,145.96,145.78,145.96,15351.334274999996
2019-01-04 07:45:00 +0800 +08,145.81,145.86,145.8,145.81,11916.660272699999,145.78,145.87,145.78,145.85,18840.317945000003
2019-01-04 07:46:00 +0800 +08,145.82,145.87,145.68,145.84,34880.569217400014,145.84,145.86,145.8,145.85,13456.548152
2019-01-04 07:47:00 +0800 +08,145.86,146.4,145.86,146.4,28145.281129999996,145.86,146.55,145.86,146.36,26874.998954000002
2019-01-04 07:48:00 +0800 +08,146.36,146.46,146.36,146.39,11474.7927471,146.41,146.47,146.34,146.34,18778.895721999997
2019-01-04 07:49:00 +0800 +08,146.38,146.42,146.35,146.42,14161.6824894,146.39,146.45,146.39,146.41,6564.322268000001
2019-01-04 07:50:00 +0800 +08,146.41,146.42,146.25,146.29,17331.763735900004,146.42,146.46,146.32,146.32,14549.846810000001
2019-01-04 07:51:00 +0800 +08,146.31,146.33,146.27,146.3,12848.407783000004,146.31,146.35,146.26,146.32,9130.093367999996
2019-01-04 07:52:00 +0800 +08,146.26,146.3,146.07,146.17,23369.3641178,146.26,146.3,146.1,146.1,16420.452619999996
2019-01-04 07:53:00 +0800 +08,146.12,146.16,146,146.01,13387.343483900004,146.08,146.13,146.02,146.02,13923.953188
2019-01-04 07:54:00 +0800 +08,146.01,146.06,146,146.02,23591.582778600008,146.05,146.06,145.96,146.03,15001.272222
2019-01-04 07:55:00 +0800 +08,146.02,146.08,146.01,146.08,28468.242543499993,146.03,146.06,146,146.06,15357.188013999998
2019-01-04 07:56:00 +0800 +08,146.07,146.17,146.04,146.1,16178.002793300004,146.05,146.16,146.05,146.09,11434.857004000001
2019-01-04 07:57:00 +0800 +08,146.12,146.13,146.06,146.1,10731.752233200003,146.12,146.15,146.05,146.12,15216.357828000004
2019-01-04 07:58:00 +0800 +08,146.11,146.13,146.06,146.09,17256.1066445,146.09,146.12,146.05,146.09,16001.146334
2019-01-04 07:59:00 +0800 +08,146.1,146.16,146.05,146.07,18567.306756899998,146.11,146.16,146.06,146.1,8269.618437
2019-01-04 08:00:00 +0800 +08,146.1,146.3,146.1,146.3,21652.856926800003,146.1,146.22,146.06,146.22,11159.480486
2019-01-04 08:01:00 +0800 +08,146.3,146.38,146.15,146.15,11155.208048900004,146.25,146.41,146.16,146.19,13617.982611
2019-01-04 08:02:00 +0800 +08,146.11,146.13,145.51,145.54,33612.5237643,146.09,146.09,145.53,145.62,10964.502622000004
2019-01-04 08:03:00 +0800 +08,145.56,145.56,145.16,145.4,34373.222029900004,145.56,145.56,145.18,145.45,24123.097735000003
2019-01-04 08:04:00 +0800 +08,145.41,145.46,145.35,145.4,36440.436673300006,145.42,145.47,145.41,145.45,18879.714229999998
2019-01-04 08:05:00 +0800 +08,145.4,145.49,145.4,145.45,30989.571902699994,145.47,145.54,145.47,145.48,10301.949267000004
2019-01-04 08:06:00 +0800 +08,145.44,145.46,145.21,145.23,26902.856355500004,145.47,145.52,145.27,145.29,34373.074992
2019-01-04 08:07:00 +0800 +08,145.25,145.26,145.18,145.2,18950.7481974,145.27,145.28,145.2,145.25,10476.291833999998
2019-01-04 08:08:00 +0800 +08,145.17,145.27,145.14,145.27,32408.27029850001,145.24,145.25,145.14,145.25,11699.075646000001
2019-01-04 08:09:00 +0800 +08,145.27,145.35,145.24,145.24,24150.15972360001,145.28,145.37,145.28,145.31,20790.491313
2019-01-04 08:10:00 +0800 +08,145.24,145.55,145.24,145.52,19375.786993399997,145.33,145.66,145.31,145.56,21357.458464000003
2019-01-04 08:11:00 +0800 +08,145.55,145.61,145.36,145.46,23168.644223199994,145.56,145.65,145.41,145.51,26424.051416000006
2019-01-04 08:12:00 +0800 +08,145.45,145.5,145.3,145.36,12097.0100625,145.38,145.49,145.34,145.4,11474.366096000002
2019-01-04 08:13:00 +0800 +08,145.37,145.38,144.57,144.64,20795.005733199996,145.41,145.41,144.71,144.75,20222.859759
2019-01-04 08:14:00 +0800 +08,144.6,144.88,144.22,144.77,40453.26745050002,144.68,144.93,144.38,144.87,20728.754745999995
2019-01-04 08:15:00 +0800 +08,144.77,144.97,144.74,144.9,8493.227364000002,144.92,145.05,144.92,144.96,8379.673414
2019-01-04 08:16:00 +0800 +08,144.9,144.98,144.61,144.76,19408.605509299996,144.96,145.07,144.72,144.9,23436.154305999997
2019-01-04 08:17:00 +0800 +08,144.75,144.75,144.6,144.66,18826.884091099997,144.77,144.84,144.77,144.8,18224.322692
2019-01-04 08:18:00 +0800 +08,144.65,144.72,144.6,144.63,30955.102616699995,144.8,144.8,144.7,144.72,6824.621668999999
2019-01-04 08:19:00 +0800 +08,144.6,144.69,144.19,144.61,24694.681617399998,144.71,144.72,144.59,144.59,19209.700831000002
2019-01-04 08:20:00 +0800 +08,144.56,145.09,144.56,144.91,24793.394513099996,144.66,145.38,144.66,145.07,15997.501124999995
2019-01-04 08:21:00 +0800 +08,144.87,145.07,144.74,145.07,14480.1296552,145.07,145.2,145.06,145.2,17975.977639
2019-01-04 08:22:00 +0800 +08,145.08,145.19,145.06,145.19,33765.81845870001,145.22,145.24,145.19,145.23,12727.833627
2019-01-04 08:23:00 +0800 +08,145.18,145.19,144.67,145.06,19973.403847,145.31,145.31,145.11,145.17,16493.398431
2019-01-04 08:24:00 +0800 +08,145.08,145.09,145.03,145.09,17644.457718700007,145.17,145.17,145.12,145.15,15135.946219000001
2019-01-04 08:25:00 +0800 +08,145.08,145.09,145,145.02,12222.0562594,145.17,145.17,145.03,145.03,19414.828331999997
2019-01-04 08:26:00 +0800 +08,144.78,144.96,144.37,144.92,32359.23159789999,145.06,145.06,144.6,144.99,22775.764688
2019-01-04 08:27:00 +0800 +08,144.86,144.92,144.79,144.91,34924.388004500004,145,145,144.9,144.91,9721.283224
2019-01-04 08:28:00 +0800 +08,144.91,144.96,144.9,144.93,25186.555829799996,144.91,144.97,144.88,144.89,13765.224299000001
2019-01-04 08:29:00 +0800 +08,144.93,144.93,144.71,144.86,26516.797953500012,144.89,144.94,144.8,144.94,13187.990467
2019-01-04 08:30:00 +0800 +08,144.84,144.92,144.82,144.84,19727.916172300003,144.97,144.97,144.88,144.88,19921.592097000004
2019-01-04 08:31:00 +0800 +08,144.84,144.9,144.59,144.61,34179.88883280001,144.88,144.94,144.64,144.69,21720.096405999997
2019-01-04 08:32:00 +0800 +08,144.61,144.78,144.56,144.64,24976.323645,144.6,144.68,144.57,144.57,31394.780463000003
2019-01-04 08:33:00 +0800 +08,144.63,144.83,144.6,144.82,22379.625417799998,144.57,144.87,144.57,144.87,23003.939573
2019-01-04 08:34:00 +0800 +08,144.83,144.88,144.65,144.77,21735.014893899992,144.89,144.9,144.67,144.79,37403.650908999996
2019-01-04 08:35:00 +0800 +08,144.75,144.91,144.7,144.88,21900.128789200004,144.8,144.89,144.76,144.85,21692.085751
2019-01-04 08:36:00 +0800 +08,144.88,144.9,144.71,144.85,17388.369393399993,144.88,144.89,144.79,144.8,12271.699199999995
2019-01-04 08:37:00 +0800 +08,144.81,145,144.76,144.99,28407.767288799998,144.91,145.06,144.87,145.03,16442.582671999997
2019-01-04 08:38:00 +0800 +08,145,145.06,144.98,145.06,32915.17971280001,145.03,145.09,145.02,145.07,20522.144233000003
2019-01-04 08:39:00 +0800 +08,145.06,145.45,145.06,145.35,30107.886976799997,145.07,145.3,145.07,145.29,14057.888754000001
2019-01-04 08:40:00 +0800 +08,145.35,145.55,145.35,145.47,43232.10318600002,145.31,145.49,145.31,145.44,22609.760822000004
2019-01-04 08:41:00 +0800 +08,145.47,145.93,145.45,145.85,26503.269513299994,145.51,145.83,145.4,145.83,15027.241189000006
2019-01-04 08:42:00 +0800 +08,145.84,145.93,145.76,145.91,36235.23205,145.8,145.85,145.73,145.82,13609.026904999999
2019-01-04 08:43:00 +0800 +08,145.91,146.1,145.74,145.85,32706.53420970001,145.82,146.08,145.7,145.84,17526.62683
2019-01-04 08:44:00 +0800 +08,145.88,145.89,145.84,145.88,28027.503645099994,145.9,145.91,145.77,145.84,10606.947672
2019-01-04 08:45:00 +0800 +08,145.89,146.04,145.87,146.03,28333.00627009999,145.86,145.93,145.82,145.9,15488.459214
2019-01-04 08:46:00 +0800 +08,146,146.17,145.99,146.07,35805.77599160001,145.96,146.03,145.94,146.01,8594.97456
2019-01-04 08:47:00 +0800 +08,146.1,146.19,146.02,146.05,45934.9234149,146.02,146.03,145.96,146,19210.977070000004
2019-01-04 08:48:00 +0800 +08,146.04,146.04,145.76,145.81,55336.25303359998,146,146,145.72,145.75,23533.300776000004
2019-01-04 08:49:00 +0800 +08,145.82,145.93,145.68,145.75,26780.621285499998,145.78,145.84,145.74,145.75,17332.53902
2019-01-04 08:50:00 +0800 +08,145.75,145.9,145.73,145.8,20776.009632400008,145.75,145.82,145.71,145.78,17919.174800999997
2019-01-04 08:51:00 +0800 +08,145.86,145.94,145.86,145.9,12744.413054299996,145.8,145.84,145.8,145.84,15770.629004
2019-01-04 08:52:00 +0800 +08,145.91,145.97,145.8,145.83,26759.079556299996,145.82,145.89,145.81,145.84,17142.740721000002
2019-01-04 08:53:00 +0800 +08,145.89,145.96,145.81,145.89,14846.866261100004,145.87,145.87,145.79,145.85,19795.118231
2019-01-04 08:54:00 +0800 +08,145.9,146.11,145.9,146.06,28345.1692754,145.85,146,145.85,145.97,21896.664400999998
2019-01-04 08:55:00 +0800 +08,146.05,146.15,146.05,146.1,29362.848331800004,145.97,146.09,145.97,146.05,15867.593933
2019-01-04 08:56:00 +0800 +08,146.12,146.12,146,146.07,27425.352493100007,146.04,146.07,145.97,145.97,11706.349746999998
2019-01-04 08:57:00 +0800 +08,146.04,146.11,146,146.04,23898.530233899997,146,146.01,145.97,146.01,15758.723183000002
2019-01-04 08:58:00 +0800 +08,146.1,146.21,146,146.21,28784.434240399998,146.06,146.06,145.99,146.03,17305.998327
2019-01-04 08:59:00 +0800 +08,146.15,146.21,146.1,146.13,26920.881834799995,146.06,146.12,146.06,146.09,17812.476616
2019-01-04 09:00:00 +0800 +08,146.15,146.15,146.09,146.14,21897.0943934,146.09,146.14,146,146.07,18954.813069000003
2019-01-04 09:01:00 +0800 +08,146.15,146.52,146.14,146.5,33772.442313499996,146.07,146.43,146.03,146.43,12088.955202000001
2019-01-04 09:02:00 +0800 +08,146.54,146.68,146.51,146.56,12368.614501700002,146.47,146.64,146.47,146.55,32916.585817
2019-01-04 09:03:00 +0800 +08,146.69,146.76,146.35,146.43,28992.146480999996,146.5,146.54,146.38,146.38,20478.157830999997
2019-01-04 09:04:00 +0800 +08,146.41,146.59,146.4,146.59,13036.478195799999,146.41,146.55,146.39,146.55,17615.551825000006
2019-01-04 09:05:00 +0800 +08,146.58,146.75,146.54,146.74,25641.550605900004,146.53,146.76,146.53,146.72,28619.454029
2019-01-04 09:06:00 +0800 +08,146.72,147.09,146.72,147.02,17432.6866363,146.68,147.04,146.66,147.04,16932.65639
2019-01-04 09:07:00 +0800 +08,147.06,147.38,147,147.02,21620.7903754,147.01,147.27,146.95,147.02,33944.22343
2019-01-04 09:08:00 +0800 +08,147.02,147.38,147,147.3,37389.88465670001,146.98,147.19,146.93,147.19,19283.299540000004
2019-01-04 09:09:00 +0800 +08,147.37,147.49,147.07,147.14,54421.986440500004,147.22,147.25,147.03,147.03,31778.256465
2019-01-04 09:10:00 +0800 +08,147.14,147.31,147.07,147.31,21158.965485900007,147.06,147.24,147.05,147.24,22178.486219000002
2019-01-04 09:11:00 +0800 +08,147.36,147.4,147.31,147.32,21361.780123099994,147.25,147.3,147.21,147.28,16411.275116000004
2019-01-04 09:12:00 +0800 +08,147.32,147.39,147.18,147.22,26484.090293899997,147.32,147.36,147.21,147.21,18404.684483
2019-01-04 09:13:00 +0800 +08,147.19,147.21,146.94,147.1,33535.7645044,147.19,147.2,147.04,147.07,12474.099127
2019-01-04 09:14:00 +0800 +08,147.14,147.15,147,147.05,20148.479833100002,147.07,147.13,147.03,147.03,12770.586566000002
2019-01-04 09:15:00 +0800 +08,147.05,147.05,146.6,146.98,45005.396205799996,147.05,147.05,146.95,146.97,14752.617521
2019-01-04 09:16:00 +0800 +08,146.97,147.27,146.97,147.27,28949.837665599996,146.99,147.21,146.99,147.19,21750.179605999994
2019-01-04 09:17:00 +0800 +08,147.24,147.32,146.97,147.15,30951.011312900006,147.23,147.31,147.09,147.09,26087.707763999995
2019-01-04 09:18:00 +0800 +08,147.08,147.23,147.08,147.18,27949.667526799993,147.09,147.23,147.07,147.16,27305.710107
2019-01-04 09:19:00 +0800 +08,147.22,147.38,147.21,147.36,25249.5899461,147.2,147.29,147.16,147.29,26232.989086999994
2019-01-04 09:20:00 +0800 +08,147.36,147.51,147.35,147.43,22349.829524300003,147.39,147.52,147.34,147.42,24387.475935
2019-01-04 09:21:00 +0800 +08,147.42,147.52,147.17,147.18,38286.86874609999,147.42,147.45,147.17,147.17,25069.132
2019-01-04 09:22:00 +0800 +08,147.17,147.18,147.11,147.13,28030.3061939,147.13,147.19,147.01,147.08,20146.947051
2019-01-04 09:23:00 +0800 +08,147.12,147.32,147.12,147.27,18551.482802499995,147.14,147.22,147.09,147.19,21680.655096999995
2019-01-04 09:24:00 +0800 +08,147.26,147.31,147.14,147.21,26190.370265299996,147.18,147.21,147.06,147.14,13927.197071999999
2019-01-04 09:25:00 +0800 +08,147.2,147.23,147.17,147.19,13240.811437499999,147.17,147.18,147.05,147.09,8286.642729000001
2019-01-04 09:26:00 +0800 +08,147.19,147.21,147.01,147.1,26879.329231799995,147.09,147.17,147.06,147.06,16681.677676
2019-01-04 09:27:00 +0800 +08,147.09,147.17,146.96,147.07,24827.648379700007,147.07,147.07,146.99,146.99,21135.079012
2019-01-04 09:28:00 +0800 +08,147.08,147.09,147.01,147.05,36291.82296349999,147,147.04,146.97,147.04,23331.334539
2019-01-04 09:29:00 +0800 +08,147.05,147.05,146.99,147,22395.136195899995,147,147,146.93,146.97,15013.187678
2019-01-04 09:30:00 +0800 +08,147.02,147.02,146.95,146.96,19952.6351896,146.97,146.99,146.92,146.92,12901.566923999999
2019-01-04 09:31:00 +0800 +08,147,147.1,146.97,147.06,21530.436397299996,146.95,147,146.92,147,21977.631074000004
2019-01-04 09:32:00 +0800 +08,147.07,147.2,147.07,147.19,12103.309727,147.04,147.12,147,147.1,9331.427132
2019-01-04 09:33:00 +0800 +08,147.2,147.28,147.14,147.28,11304.1360963,147.08,147.18,147.08,147.18,14319.637800000002
2019-01-04 09:34:00 +0800 +08,147.29,147.33,147.28,147.3,12032.0355961,147.23,147.29,147.23,147.24,19138.073603000004
2019-01-04 09:35:00 +0800 +08,147.3,147.4,147.29,147.38,20083.310536899993,147.27,147.29,147.19,147.29,16260.498955000003
2019-01-04 09:36:00 +0800 +08,147.39,147.42,147.36,147.36,20921.676581900003,147.26,147.37,147.09,147.23,21888.904694999997
2019-01-04 09:37:00 +0800 +08,147.37,147.4,147.34,147.35,22636.8176323,147.3,147.3,147.12,147.21,13041.113172
2019-01-04 09:38:00 +0800 +08,147.33,147.37,147.3,147.33,15937.786240300002,147.27,147.27,147.05,147.15,17965.149576000003
2019-01-04 09:39:00 +0800 +08,147.35,147.36,147.3,147.34,15618.502671299999,147.25,147.25,147.16,147.18,15025.867782
2019-01-04 09:40:00 +0800 +08,147.32,147.36,147.3,147.36,19022.358312300003,147.24,147.27,147.18,147.27,8507.648584999999
2019-01-04 09:41:00 +0800 +08,147.36,147.78,147.36,147.74,24300.4513294,147.28,147.8,147.28,147.64,19920.954937000002
2019-01-04 09:42:00 +0800 +08,147.74,147.75,147.35,147.42,18042.722189800003,147.67,147.67,147.28,147.28,20580.651221000007
2019-01-04 09:43:00 +0800 +08,147.38,147.66,147.38,147.58,16734.3504159,147.28,147.57,147.28,147.49,17685.862288
2019-01-04 09:44:00 +0800 +08,147.64,147.64,147.54,147.59,25845.299619400004,147.52,147.59,147.51,147.54,24266.509461999995
2019-01-04 09:45:00 +0800 +08,147.6,147.7,147.6,147.68,12473.9107577,147.52,147.59,147.5,147.56,16281.183253000001
2019-01-04 09:46:00 +0800 +08,147.67,148.2,147.64,148.05,16712.256875099996,147.56,147.9,147.55,147.81,16960.401262
2019-01-04 09:47:00 +0800 +08,148.16,148.2,147.97,147.98,27993.90969429999,147.81,147.95,147.8,147.94,25698.401209999996
2019-01-04 09:48:00 +0800 +08,148,148.08,147.92,147.92,25899.532608600006,147.95,148.01,147.87,147.87,18543.119055
2019-01-04 09:49:00 +0800 +08,147.94,148,147.75,147.81,21116.136523300007,147.86,147.86,147.66,147.7,16587.786701000005
2019-01-04 09:50:00 +0800 +08,147.82,147.87,147.78,147.83,14217.0973208,147.68,147.75,147.66,147.73,8409.529215
2019-01-04 09:51:00 +0800 +08,147.85,147.89,147.81,147.85,13002.162800300004,147.72,147.79,147.72,147.76,6413.994385999999
2019-01-04 09:52:00 +0800 +08,147.83,147.91,147.76,147.77,15255.060228800001,147.74,147.76,147.65,147.7,6813.665246999998
2019-01-04 09:53:00 +0800 +08,147.79,147.81,147.76,147.76,18381.504741300003,147.7,147.7,147.65,147.66,6114.353881
2019-01-04 09:54:00 +0800 +08,147.75,147.79,147.48,147.48,25003.729600600014,147.66,147.7,147.43,147.44,3698.839274
2019-01-04 09:55:00 +0800 +08,147.48,147.71,147.42,147.49,9469.092127800002,147.46,147.6,147.37,147.48,14664.988863999999
2019-01-04 09:56:00 +0800 +08,147.53,147.59,147.49,147.57,7411.714040800001,147.43,147.51,147.43,147.5,16277.977822
2019-01-04 09:57:00 +0800 +08,147.56,147.65,147.54,147.65,11877.220060600002,147.5,147.66,147.47,147.6,8430.583739
2019-01-04 09:58:00 +0800 +08,147.68,147.7,147.61,147.62,6971.401115100001,147.66,147.72,147.59,147.59,17402.459172999996
2019-01-04 09:59:00 +0800 +08,147.62,147.68,147.58,147.68,7602.913234600001,147.59,147.63,147.59,147.59,12894.741813999997
2019-01-04 10:00:00 +0800 +08,147.62,147.64,147.6,147.6,10328.8617965,147.59,147.68,147.58,147.59,6555.547157999999
2019-01-04 10:01:00 +0800 +08,147.6,147.6,147.43,147.45,13036.985677899998,147.59,147.62,147.42,147.42,12864.147840000005
2019-01-04 10:02:00 +0800 +08,147.43,147.43,147.21,147.28,11495.9262714,147.43,147.49,147.28,147.29,15234.174991000002
2019-01-04 10:03:00 +0800 +08,147.28,147.28,147.12,147.12,12444.991012699997,147.28,147.28,147.08,147.13,12653.904047
2019-01-04 10:04:00 +0800 +08,147.13,147.15,146.99,147.1,20652.225582099993,147.13,147.21,147.04,147.04,29063.979629999998
2019-01-04 10:05:00 +0800 +08,147.1,147.15,147.1,147.14,9073.825697999997,147.04,147.2,147.04,147.13,10379.790900000002
2019-01-04 10:06:00 +0800 +08,147.13,147.15,147.1,147.14,13439.650880399997,147.07,147.19,147.07,147.19,13413.892769999999
2019-01-04 10:07:00 +0800 +08,147.14,147.23,147.14,147.17,14490.456072899999,147.13,147.22,147.07,147.12,15682.756601
2019-01-04 10:08:00 +0800 +08,147.17,147.44,147.17,147.2,12258.346682299998,147.07,147.2,147.07,147.14,9526.584224999999
2019-01-04 10:09:00 +0800 +08,147.19,147.19,147,147.08,17347.460074000002,147.2,147.2,146.96,146.98,9361.720692000003
2019-01-04 10:10:00 +0800 +08,147.09,147.11,147.08,147.08,13500.288117399998,147.03,147.1,147.03,147.04,4404.555781
2019-01-04 10:11:00 +0800 +08,147.07,147.08,146.9,146.94,14949.668405300004,147.04,147.08,146.94,146.96,13022.495636000003
2019-01-04 10:12:00 +0800 +08,146.93,146.93,146.59,146.68,10472.293011,146.97,146.97,146.66,146.68,18817.290027
2019-01-04 10:13:00 +0800 +08,146.64,146.7,146.52,146.52,23933.392731500007,146.68,146.7,146.59,146.62,19400.263518000003
2019-01-04 10:14:00 +0800 +08,146.61,146.61,146.23,146.23,22766.765194199997,146.57,146.6,146.31,146.32,21202.165956
2019-01-04 10:15:00 +0800 +08,146.29,146.48,146.27,146.42,32786.31981339999,146.28,146.59,146.28,146.42,19150.070990000004
2019-01-04 10:16:00 +0800 +08,146.45,146.45,146.26,146.38,18817.554568100004,146.38,146.38,146.26,146.34,13328.508635
2019-01-04 10:17:00 +0800 +08,146.32,146.69,146.3,146.63,21108.528500200002,146.34,146.58,146.32,146.56,32064.127623999993
2019-01-04 10:18:00 +0800 +08,146.62,146.67,145.98,146.21,16094.061702099998,146.61,146.67,146.25,146.32,10022.521649
2019-01-04 10:19:00 +0800 +08,146.21,146.3,146.12,146.12,22616.724985300014,146.2,146.26,146.14,146.14,13253.894704
2019-01-04 10:20:00 +0800 +08,146.14,146.26,145.8,146.14,17341.7147103,146.19,146.19,146.08,146.16,14682.134234
2019-01-04 10:21:00 +0800 +08,146.13,146.29,146.12,146.27,15085.997274100004,146.19,146.32,146.14,146.28,15719.221625
2019-01-04 10:22:00 +0800 +08,146.27,146.33,146.23,146.31,9775.684115099999,146.32,146.44,146.26,146.31,16756.957997999998
2019-01-04 10:23:00 +0800 +08,146.33,146.62,146.32,146.57,17002.7337437,146.33,146.56,146.33,146.56,22562.783157
2019-01-04 10:24:00 +0800 +08,146.59,146.65,146.45,146.62,18673.492711000003,146.56,146.61,146.5,146.56,11737.771510999999
2019-01-04 10:25:00 +0800 +08,146.6,146.63,146.48,146.49,16633.9699194,146.56,146.65,146.48,146.55,13150.612296999998
2019-01-04 10:26:00 +0800 +08,146.5,146.56,146.42,146.56,12633.789947500003,146.49,146.59,146.45,146.56,7136.475700999999
